id	hash	cluster
565	9318438848512398802	-1
566	14616918018438762821	-1
567	134186861667123536	-1
569	12484528665014463510	-1
572	4725209525314436138	-1
573	1378580882734228972	-1
574	9318420736538144965	-1
576	10848820710885317744	-1
577	6868203182171687190	-1
581	138125110663744405	-1
582	9932853813547834254	-1
583	2579914943570551828	-1
584	14070924050032008803	-1
585	11693150857958404291	-1
586	3947082771810196932	-1
588	4698613838943900303	-1
589	17439948519389333080	-1
591	17307049609702664866	-1
593	4078535735746528076	-1
594	9387046449099947331	-1
595	13760896825373075551	-1
596	4327599565942576102	-1
597	14744468755333839847	-1
599	4930538397562462026	-1
600	17436135310189039208	-1
601	2093966391074915309	-1
603	112936640424480139	-1
605	5185340923802305743	-1
607	1989643850644633060	-1
609	12148657435934767286	-1
610	9910278375056596935	-1
613	2559217631419599795	-1
614	8745219170837140251	-1
616	15826175501797098003	-1
617	7706882532220720601	-1
620	17501606897491727889	-1
621	4316032309305724082	-1
623	2567405497730454343	-1
624	1696657057178571783	-1
627	24685754489523046	-1
629	10346353766654955043	-1
631	3334052374321199894	-1
632	6101334033419741615	-1
635	5908432079096679819	-1
637	13243589570483493599	-1
639	9153073519544577827	-1
642	9272404431369845737	-1
643	6025480409114515717	-1
644	1279784837644925839	-1
645	11696572636038708878	-1
646	9763711164194060887	-1
647	14220519853939292149	-1
648	12575954665780021061	-1
650	13393023743035332951	-1
654	2526438040644771723	-1
656	794079142605209246	-1
657	2554933953544089997	-1
658	720008277888670355	-1
659	11790611640811430087	-1
660	9624158043108280698	-1
661	11562622278634325530	-1
662	5834656694235273246	-1
663	2990588091185168219	-1
665	12906509013571913249	-1
667	11006571105360945018	-1
669	8923554462257972485	-1
670	7319195752817321490	-1
671	17367640120102500881	-1
672	10464653265608643546	-1
674	12197426482844445154	-1
676	2871616404595554038	-1
678	14273049178898797066	-1
679	3786050620540913522	-1
680	17765145721368125413	-1
681	4034974064445012612	-1
682	14791618854713816014	-1
684	13803265231970659875	-1
685	14107149906774123046	-1
687	2323318333726954494	-1
689	372759309945902415	-1
690	3950631494272742378	-1
691	12533876064755433666	-1
693	7454556469325608988	-1
694	11762684541152050456	-1
695	13057151098004495186	-1
696	3879150789430934375	-1
697	9062240513590843341	-1
698	5854467941872234162	-1
699	401512822647621250	-1
701	13945150564286898559	-1
702	10191424628070319537	-1
703	16357259081848115591	-1
704	2996688987699557404	-1
706	12160575599629760628	-1
709	11056997251552431620	-1
710	11817979484226309426	-1
711	10646506395076396947	-1
712	81528324529426453	-1
713	2199415423243900523	-1
714	12540954924517537817	-1
715	5875659552884451607	-1
716	105181994913532863	-1
717	1293975097104228101	-1
718	15339416048209711902	-1
719	1929902060714388421	-1
720	133853982852394015	-1
722	243810968438575658	-1
724	2113701226172041180	-1
725	12476725387716372791	-1
728	6284723307398822309	-1
729	17393003672067178712	-1
730	7139252842277737292	-1
733	386055901410055266	-1
734	11448656322542735850	-1
735	8613497750578497727	-1
737	95461974197167397	-1
738	7455186132770613095	-1
739	90229803977443573	-1
740	15513057986584878107	-1
741	7656564715675815680	-1
744	10122060578873624124	-1
745	9259085094243181440	-1
746	4452700637453110784	-1
747	9630567052706321437	-1
748	14360629941208179221	-1
749	806416858553552812	-1
750	10788623415326815060	-1
752	1281082721581929277	-1
753	13676489713031087008	-1
754	12522654569549563978	-1
756	10055903386344146486	-1
757	7753521610406817880	-1
759	6156195304603112326	-1
760	11663372691968404470	-1
761	2790218360312136102	-1
762	8144804905795795248	-1
763	8919238163546160247	-1
764	3502046938977194914	-1
766	5449623914370604428	-1
767	986701079504057098	-1
768	1095297946496756652	-1
771	2668870188942101834	-1
772	1844546439277488530	-1
773	5848120196856646643	-1
776	2998951651703429770	-1
777	18430679817647854551	-1
779	6138089971059667424	-1
783	17001903772983352285	-1
784	9497331889164649309	-1
787	13653623386729677072	-1
788	12405075228097709785	-1
789	10064392427723861431	-1
791	10067880677620635340	-1
792	728242376006633847	-1
793	1483869122439240385	-1
796	4385360338630051355	-1
798	12794061341108216282	-1
799	9711518774332231883	-1
800	14100189958315729320	-1
801	15988194888185827538	-1
802	9668247213519471542	-1
803	8284133740437387102	-1
804	18262503607595828877	-1
807	7638021019182062086	-1
808	10505836811443551762	-1
809	12210101694987828424	-1
811	2303779723471705022	-1
812	8696863683643091235	-1
813	28923867934151111	-1
814	2990108669313459989	-1
815	9834065769743642196	-1
817	15595006967057746284	-1
819	4638128500459324016	-1
820	17675605779356482647	-1
821	11364729903845940428	-1
822	3468136889776486001	-1
823	980812706456139697	-1
824	4620091882244282363	-1
826	3919072802255936543	-1
827	3407293981343312071	-1
828	17009693527744077542	-1
829	4533208632811426015	-1
831	11936694125793909064	-1
833	1503533160145193965	-1
835	3261231214838574802	-1
837	9654469765565580394	-1
838	2706841231017360007	-1
839	10038930981682973396	-1
840	7338971371376723835	-1
843	3082327927947891329	-1
844	7158463806782003367	-1
845	15310328125796340405	-1
848	5376853135783004842	-1
849	14344798407400934362	-1
851	8977429286097782812	-1
852	8441015116797360016	-1
853	3296009476542477087	-1
854	4245209555685680860	-1
855	14816505737534394914	-1
856	6182857411123829222	-1
857	1086996000231387930	-1
858	8780235501069453630	-1
859	10120251130696237077	-1
860	9476052744927466909	-1
861	2818535416921142462	-1
863	4253583797777217782	-1
864	11638645687465816215	-1
865	2455975408931580566	-1
867	5320421996166170783	-1
868	9174660385127526734	-1
869	876047472658441030	-1
870	3230474052357234645	-1
874	14274640350017286461	-1
875	1419209535119399847	-1
876	1692850568372540979	-1
877	10190138157068270288	-1
879	1282042040502364805	-1
880	30411885608914819	-1
881	10666462028192127411	-1
882	11066641890954519937	-1
883	10343023212271274178	-1
884	9575414629947015949	-1
885	9877639364532228700	-1
886	11894752646984929494	-1
889	4711474063622225239	-1
890	13411812897003885713	-1
891	5328865489393915182	-1
893	3910905162689688709	-1
894	9931057171075457123	-1
895	3671774766940407176	-1
896	1271836806630382427	-1
899	110111315738606430	-1
902	10500260052825791461	-1
903	4754726446014817934	-1
904	17750945209788354757	-1
905	2535919111736432661	-1
906	1720814410207384380	-1
908	6888814009315073758	-1
910	4014646795379238026	-1
912	2293885159847556730	-1
913	14536539076028596429	-1
914	5202105031560260565	-1
915	5888322380128392258	-1
916	10622066562491773729	-1
918	17113432715467619744	-1
919	2970706819542234228	-1
920	6817833395511975675	-1
921	15706568573818163654	-1
923	3885660892866926008	-1
924	1623606087739805929	-1
925	11774327084170057999	-1
926	13144721875193359641	-1
928	12685136816342646365	-1
931	1482794759070176210	-1
934	11809212896216813765	-1
935	14004377221415632732	-1
936	16509046385480869272	-1
937	1097645664441053361	-1
938	9443952702573631089	-1
941	6287503998488197566	-1
943	5933374595011000758	-1
944	2431825536829399861	-1
946	18002594719599012690	-1
947	14466173040276626467	-1
948	9924777554512648645	-1
950	15916567324944111878	-1
952	10207889829814662861	-1
953	17382473882186151415	-1
954	17858052106755613840	-1
955	4693236169525785173	-1
956	14910964894984499289	-1
958	169126717497593800	-1
959	15930745420635070297	-1
963	10193441011925206542	-1
965	10221310241027170266	-1
966	2381806627169721296	-1
967	17115441065376379724	-1
968	2607792305114582941	-1
969	9492459248294536135	-1
970	3061728404596678335	-1
971	10116673775941979462	-1
972	291669919072663972	-1
973	7611746491150945954	-1
975	9934995396177277329	-1
976	13541364905889412885	-1
977	1141855638011130208	-1
980	7072054473114430222	-1
981	1964639141709918341	-1
982	56457434954743990	-1
983	9446283452194810184	-1
984	989233811926326883	-1
985	14499879457432753917	-1
988	6670968342424821320	-1
989	11940497911987379927	-1
990	6263487773455556887	-1
991	10046512263793402320	-1
992	11905199386910734222	-1
993	7295610276719117205	-1
994	15394950140051569350	-1
995	545370437111974813	-1
999	13157724565694558742	-1
1000	2143462742948475811	-1
1001	1699822329944945098	-1
1004	2690076864054877927	-1
1006	819666974591473969	-1
1007	12954887054599260469	-1
1008	3618760754907419416	-1
1010	12919314980768147007	-1
1011	1100452512989261727	-1
1012	17519480326768958338	-1
1014	10474530832803677005	-1
1015	13187985342515573683	-1
1018	4508634260926323413	-1
1020	7179706421215012421	-1
1021	11063723208265598759	-1
1024	3342854020912169705	-1
1025	14963815210219621013	-1
1026	7073293035305126285	-1
1027	1352985217286149701	-1
1028	2562530573838781335	-1
1030	6252199689794348371	-1
1031	14662234295788979765	-1
1032	108757908786520667	-1
1033	14251304029132692316	-1
1034	6992541688153619125	-1
1037	15483182065150859215	-1
1038	75068085566901717	-1
1039	2583280204056371914	-1
1040	11336314376983134497	-1
1042	3984440066293915484	-1
1043	2026970640531460485	-1
1044	15378931818608604503	-1
1046	2738253042482914016	-1
1047	2425794834128572647	-1
1050	11795390908284209604	-1
1052	13836239540033461984	-1
1053	4569922599461082614	-1
1056	10353751796104853641	-1
1057	10583069793380139374	-1
1058	1685217944217383176	-1
1060	13951555778204261169	-1
1061	10476454942886689190	-1
1062	8346769438419826946	-1
1068	10581804234595616836	-1
1070	2492004848551190218	-1
1072	17852604198726578640	-1
1074	10024997807149714847	-1
1075	6151872010041469768	-1
1076	16132954429820820423	-1
1077	5292208980034724968	-1
1079	3597431470351003425	-1
1080	16867441437936458503	-1
1082	6418207726909533359	-1
1083	15298907854565899158	-1
1084	14060699681205156171	-1
1086	9187986483597104610	-1
1087	2320561973773546263	-1
1088	10649777846853433508	-1
1089	10600543274387969112	-1
1090	3575603854243015498	-1
1091	2927028573288215610	-1
1092	10459928395080538002	-1
1093	5963822665973986812	-1
1094	11224921884669687345	-1
1095	14036072771830772421	-1
1097	9714893112645794258	-1
1098	5173210580154844928	-1
1099	14183707520934028982	-1
1100	18122920202005659480	-1
1102	12369852072386689127	-1
1105	2009683707489164102	-1
1106	1404926765781263115	-1
1107	13009765331793453781	-1
1108	16073950634920247462	-1
1109	8243817721036880652	-1
1110	1714932690385621570	-1
1114	10183167083358494493	-1
1115	13732047036986210193	-1
1116	1672158431575413248	-1
1118	5007112182282125097	-1
1120	9554560450347148171	-1
1121	15363178582786862534	-1
1122	15361189862021895542	-1
1123	12366853208104117233	-1
1124	115583564158417641	-1
1126	1372588173421779874	-1
1127	2540278211960904591	-1
1128	4444206962475046128	-1
1130	14018496619516415756	-1
1131	10066771150743804327	-1
1132	18423044848443469644	-1
1133	9769058431661852043	-1
1134	6184216469721415890	-1
1135	10930628092668382983	-1
1137	14509362800143178823	-1
1138	12378867960177930502	-1
1140	13084998220420954868	-1
1141	3611573182356340711	-1
1142	3511824165247405566	-1
1143	3381546770545322010	-1
1144	11855769310976058562	-1
1145	2457127745221252240	-1
1149	3007537602362526773	-1
1150	10341289300547465541	-1
1151	12350141182084455993	-1
1153	8296313555802527219	-1
1155	7667368228581005087	-1
1156	6891267375961516335	-1
1158	3979183460403681350	-1
1160	11331199232735027096	-1
1161	12941776954143117178	-1
1163	4127325446567237369	-1
1164	16492110565426724921	-1
1165	409313554715673350	-1
1167	506694833541853118	-1
1168	11670976946646226446	-1
1169	8037420223171527827	-1
1170	7120309497901489492	-1
1172	2234395332438929222	-1
1173	4288827264091468583	-1
1174	9902736929276050316	-1
1175	2081333812732447916	-1
1176	10499969396889518905	-1
1177	13394870996250234313	-1
1178	6989270974178263779	-1
1179	1118225628484508953	-1
1180	3678829429651524359	-1
1181	7338602543900947370	-1
1182	18181657990186482671	-1
1183	4091425833804373167	-1
1185	15646179049462083864	-1
1187	2109069837167694609	-1
1188	2139436984304626383	-1
1189	75337144846381969	-1
1190	15168970782773714548	-1
1192	436536672381517654	-1
1193	10992202493265827185	-1
1194	3734434800272501511	-1
1197	17377049327123107915	-1
1198	359368403277105330	-1
1200	6087065868078040131	-1
1201	5021057847209331788	-1
1202	5011444766759879812	-1
1203	2453134985927577703	-1
1205	187384601601473233	-1
1207	7026096241824251013	-1
1208	9937789755300830974	-1
1209	13366817050132386197	-1
1210	4320692538054585107	-1
1211	10034236484697883619	-1
1212	16699627539605155200	-1
1213	10473591437029307174	-1
1215	2926195442925910140	-1
1216	15653262046097008238	-1
1217	11199878580635943955	-1
1221	14137432063324461588	-1
1223	11027823346098935762	-1
1224	4440609245624472828	-1
1225	477273646968998349	-1
1230	6555683454176723271	-1
1232	1138502243548983067	-1
1233	9971302564143300737	-1
1234	3747127225103052688	-1
1236	14031132145185863727	-1
1237	3823100161132641199	-1
1239	3734532520106447183	-1
1240	714131377444422534	-1
1244	2728507192818847751	-1
1245	880004727152845716	-1
1248	2443383470515867475	-1
1250	1982423359402382503	-1
1251	7605145088856711367	-1
1253	5645571648127138804	-1
1255	5819260557439865987	-1
1256	9292230859074688213	-1
1257	16658445293259645993	-1
1258	12491862447173901772	-1
1259	15392379450875034875	-1
1261	16162265349236732399	-1
1263	14858764404015595013	-1
1265	3526214771520414032	-1
1266	12325251166580940071	-1
1268	1702848550154571544	-1
1270	6511149168212110823	-1
1271	5879711241014003077	-1
1272	5699869210104458820	-1
1273	1737402072148282273	-1
1274	9933435420527927449	-1
1275	6910532340772672069	-1
1276	7766232733690403838	-1
1277	6214995134251716534	-1
1278	13192952006967022008	-1
1281	5009310939938087404	-1
1282	10305589546873832595	-1
1284	2841391747012283984	-1
1285	4760507788362256307	-1
1286	3284896431090980748	-1
1288	10182546824166212564	-1
1290	9995213173654617679	-1
1291	2399217807623279589	-1
1292	139447300190412097	-1
1293	14012736331608330177	-1
1294	2396643661461004631	-1
1295	2356552359391678622	-1
1296	14113364493599275142	-1
1297	4786149440091732612	-1
1298	12052165602022419573	-1
1299	1331895474122995527	-1
1300	1287171404786471318	-1
1303	4338831764510928979	-1
1305	14187999814210081507	-1
1307	4198366360695776158	-1
1310	3296482751922832082	-1
1311	11407663976147161338	-1
1312	8773970453924810844	-1
1313	12361460755809827622	-1
1314	9760399510332894430	-1
1315	10693282233022006456	-1
1316	11218390188677839470	-1
1317	14913945189263939993	-1
1318	4601028902908203302	-1
1319	12381986290094054118	-1
1321	13129568277296909750	-1
1322	3109857539513808425	-1
1323	3942221470467504464	-1
1324	18285964284793487984	-1
1325	11466441137241188694	-1
1326	14074313638720223447	-1
1327	4852118094277284224	-1
1328	3001710637298864295	-1
1329	9320601348887297815	-1
1330	1270378995399219145	-1
1331	15072575816563337610	-1
1333	26988502374109666	-1
1334	13020509691677947598	-1
1335	2702788414304069761	-1
1336	4792811411408311095	-1
1337	923623617382814344	-1
1339	1286880170897607785	-1
1340	10656830148842053391	-1
1341	4390236550183008123	-1
1343	11317043151222265084	-1
1345	14215950367987173364	-1
1346	226507046592008374	-1
1347	4312429696090422038	-1
1349	8166998905626034791	-1
1350	2120276928400768768	-1
1351	7350183720847755365	-1
1352	10173590448649337110	-1
1355	17667023759120766356	-1
1356	1163092803796632968	-1
1358	843770353435848690	-1
1359	15940679813545136354	-1
1361	8358380578764721445	-1
1362	6446579090144960130	-1
1364	10036024139601303457	-1
1365	2631627061674423033	-1
1366	8598617999774366581	-1
1367	693534664296881764	-1
1369	14573800736968448798	-1
1371	15318259869559667962	-1
1373	5878812416174036309	-1
1374	7779598819499068641	-1
1375	5220069807783670153	-1
1377	2383453187389919318	-1
1378	8774501810508327683	-1
1380	1139744703499791877	-1
1381	3191797303714138665	-1
1384	177043269657336656	-1
1385	14472344815823886968	-1
1386	8310757401005456344	-1
1388	6590665940392766097	-1
1389	3168267460582835173	-1
1391	14431791956293652956	-1
1392	17008075649022130772	-1
1393	12512161339130655004	-1
1394	11986563127318565060	-1
1396	15087568048895160804	-1
1397	4139832545342437774	-1
1398	3987114917639761283	-1
1399	7033397533043184625	-1
1400	3683560223121875976	-1
1401	16790961893101170021	-1
1402	13951958227809686978	-1
1404	9029235810980437004	-1
1405	10080424358590880884	-1
1406	4576065867299112836	-1
1408	7343440311684155847	-1
1409	11584511213648118158	-1
1410	6413220505984017445	-1
1411	13155637704631764689	-1
1413	12284168834520508738	-1
1414	11801998951449686018	-1
1415	3528413707418735309	-1
1417	3685120098572818214	-1
1419	12879858018630972773	-1
1420	13536022625637012379	-1
1421	6836304626496226456	-1
1422	6619389368071964809	-1
1423	4686771342073117153	-1
1424	12415414556035320505	-1
1425	17685023722303825905	-1
1426	1869180513095801122	-1
1429	990694202763729283	-1
1430	9236110056936330623	-1
1433	760206587110103528	-1
1434	518894969328467364	-1
1436	521663018350467671	-1
1438	79815294642087952	-1
1439	17375449536031529583	-1
1440	4307984772425462118	-1
1441	710321303402238163	-1
1442	4014469717778562931	-1
1444	15101928964416668499	-1
1445	8050456240965417072	-1
1446	9913306967926639570	-1
1449	11784225563039556240	-1
1453	4292875110809896114	-1
1454	673914758392980356	-1
1455	7074356648572891911	-1
1456	13686877566000559609	-1
1457	2657321624761649590	-1
1458	13640175542012124787	-1
1459	2959609776708552582	-1
1460	8656830892188205769	-1
1461	11791812231713791599	-1
1462	17970832405279029595	-1
1463	6142362299077050754	-1
1465	2530378667841258904	-1
1467	15260473389594714497	-1
1468	14115306331361045381	-1
1469	12343328884232485731	-1
1470	1910551800452798938	-1
1472	2123151674305093395	-1
1476	4317464433366378135	-1
1478	10661781265909646742	-1
1479	17147143233174308119	-1
1480	9464069100459764702	-1
1483	5190167186280379341	-1
1484	1336909910136422658	-1
1485	4963738467390752743	-1
1489	1232213843401568770	-1
1490	17233763405265738178	-1
1493	10665461376592986849	-1
1494	10731740498234331842	-1
1495	5263575863628141352	-1
1496	4236723710664759757	-1
1497	15792512550291897277	-1
1498	11944166046657207496	-1
1499	2403567338136065200	-1
1500	1712101457287742881	-1
1501	3731921883183495535	-1
1502	17120453754024822311	-1
1503	1125103794461006644	-1
1504	11214291334819395277	-1
1506	1529708862621613576	-1
1508	1450074803976074008	-1
1509	2383503202186481419	-1
1510	4368923204036638002	-1
1512	6857961485236235227	-1
1513	3222561492414866837	-1
1515	14831748246758207857	-1
1516	14276272079154584768	-1
1517	10925820413452989362	-1
